ID;POTENCIA;NRESIDENTES;TIPOVIVIENDA;PROVINCIA;MES;PREDICCION_CONSUMO;PREDICCION_PRECIO;COSTE_POTENCIA;COSTE_ESTIMADO;FECHA_PREDICCION
2301;4.4;3.1;Adosado;ILLES BALEARS;2025-06;404.53;103.3402;454.7;41804.21;2025-04-20
2302;4.1;3.9;Casa Unifamiliar;JAEN;2025-08;594.96;191.906;786.81;114176.39;2025-04-20
2303;4.5;4.8;Piso;ALAVA;2025-08;230.19;64.7328;291.3;14900.84;2025-04-20
2304;3.6;4.2;Casa Unifamiliar;ALBACETE;2025-05;530.14;186.228;670.42;98726.91;2025-04-20
2305;6.0;4.8;Piso;ALICANTE;2025-04;263.68;71.5318;429.19;18861.51;2025-04-20
2306;6.4;4.3;Duplex;ZAMORA;2025-03;351.54;81.4412;521.22;28629.84;2025-04-20
2307;6.5;2.0;Piso;ALAVA;2025-05;230.85;50.7254;329.72;11709.96;2025-04-20
2308;6.5;2.9;Duplex;VALENCIA;2025-03;457.08;68.1473;442.96;31148.77;2025-04-20
2309;5.7;3.6;Adosado;ZARAGOZA;2025-06;357.84;82.5687;470.64;29546.38;2025-04-20
2310;4.6;4.6;Adosado;AVILA;2025-07;280.61;331.5537;1525.15;93037.28;2025-04-20
2311;5.1;3.4;Casa Unifamiliar;AVILA;2025-03;594.1;84.7122;432.03;50327.52;2025-04-20
2312;3.4;4.4;Piso;VALENCIA;2025-07;181.0;200.0963;680.33;36217.43;2025-04-20
2313;5.0;2.4;Adosado;ILLES BALEARS;2025-06;371.43;80.9134;404.57;30053.66;2025-04-20
2314;4.0;2.9;Adosado;ALICANTE;2025-09;297.97;54.5099;218.04;16242.31;2025-04-20
2315;4.5;3.3;Casa Unifamiliar;PONTEVEDRA;2025-07;600.28;78.5881;353.65;47174.86;2025-04-20
2316;3.6;4.3;Duplex;PONTEVEDRA;2025-08;429.33;93.9875;338.36;40351.65;2025-04-20
2317;3.7;3.9;Casa Unifamiliar;TARRAGONA;2025-08;531.66;69.6272;257.62;37018.0;2025-04-20
2318;4.4;3.6;Piso;CORDOBA;2025-09;183.26;105.2398;463.06;19286.25;2025-04-20
2319;3.7;4.8;Duplex;ASTURIAS;2025-08;454.44;112.6854;416.94;51208.75;2025-04-20
2320;3.9;3.8;Duplex;OURENSE;2025-05;433.03;177.1697;690.96;76719.8;2025-04-20
2321;6.6;3.7;Piso;ALAVA;2025-04;294.43;402.0989;2653.85;118389.98;2025-04-20
2322;4.6;2.7;Adosado;NAVARRA;2025-06;406.13;61.2469;281.74;24874.2;2025-04-20
2323;5.9;4.4;Piso;ALICANTE;2025-04;206.96;89.235;526.49;18468.08;2025-04-20
2324;4.6;4.1;Adosado;BADAJOZ;2025-04;296.67;329.97;1517.86;97892.2;2025-04-20
2325;6.4;4.2;Duplex;BIZKAIA;2025-09;377.73;62.9361;402.79;23772.85;2025-04-20
2326;5.5;3.4;Duplex;LAS PALMAS;2025-06;431.49;416.7415;2292.08;179819.79;2025-04-20
2327;3.5;4.1;Adosado;ALBACETE;2025-10;402.47;78.7997;275.8;31714.52;2025-04-20
2328;5.4;2.3;Piso;GIRONA;2025-10;189.54;54.8238;296.05;10391.3;2025-04-20
2329;4.3;5.0;Duplex;VALLADOLID;2025-06;395.85;92.6042;398.2;36657.37;2025-04-20
2330;3.7;2.3;Piso;GRANADA;2025-09;304.01;400.4463;1481.65;121739.68;2025-04-20
2331;4.3;2.4;Duplex;SEGOVIA;2025-04;457.59;41.5283;178.57;19002.93;2025-04-20
2332;4.3;4.6;Duplex;ALMERIA;2025-10;436.37;60.293;259.26;26310.06;2025-04-20
2333;5.0;3.7;Casa Unifamiliar;ALMERIA;2025-04;544.97;89.1304;445.65;48573.39;2025-04-20
2334;6.5;3.3;Piso;OURENSE;2025-05;289.03;74.3122;483.03;21478.46;2025-04-20
2335;4.7;2.9;Piso;AVILA;2025-06;291.66;89.3367;419.88;26055.94;2025-04-20
2336;3.3;4.2;Piso;HUELVA;2025-10;281.49;75.8118;250.18;21340.26;2025-04-20
2337;4.7;2.3;Adosado;ALBACETE;2025-10;371.38;73.5906;345.88;27330.08;2025-04-20
2338;4.1;3.8;Duplex;CUENCA;2025-03;373.45;65.8448;269.96;24589.74;2025-04-20
2339;6.1;2.4;Casa Unifamiliar;SEGOVIA;2025-05;497.14;417.9359;2549.41;207772.65;2025-04-20
2340;5.2;2.2;Duplex;SANTA CRUZ DE TENERIFE;2025-04;452.73;484.1626;2517.65;219194.93;2025-04-20
2341;4.3;3.8;Piso;CIUDAD REAL;2025-05;281.18;99.2664;426.85;27911.73;2025-04-20
2342;4.2;2.7;Adosado;SEGOVIA;2025-06;396.82;65.2217;273.93;25881.27;2025-04-20
2343;5.0;3.0;Adosado;SEGOVIA;2025-09;397.12;282.8773;1414.39;112336.23;2025-04-20
2344;4.0;4.9;Casa Unifamiliar;ASTURIAS;2025-03;594.11;195.6489;782.6;116236.97;2025-04-20
2345;4.2;2.6;Adosado;SALAMANCA;2025-06;313.08;74.5043;312.92;23325.81;2025-04-20
2346;5.5;3.1;Piso;BARCELONA;2025-05;210.77;292.1006;1606.55;61566.04;2025-04-20
2347;3.5;3.2;Duplex;LLEIDA;2025-10;406.72;85.2471;298.36;34671.7;2025-04-20
2348;3.7;2.5;Duplex;GUADALAJARA;2025-08;432.45;238.4137;882.13;103102.0;2025-04-20
2349;6.6;2.4;Casa Unifamiliar;ALICANTE;2025-09;523.08;250.6435;1654.25;131106.6;2025-04-20
2350;5.3;4.4;Piso;VALENCIA;2025-06;305.08;90.8112;481.3;27704.68;2025-04-20
2351;3.4;4.7;Piso;NAVARRA;2025-06;221.26;167.8875;570.82;37146.79;2025-04-20
2352;4.4;4.7;Casa Unifamiliar;PALENCIA;2025-10;605.84;93.68;412.19;56755.09;2025-04-20
2353;6.2;4.7;Adosado;ZARAGOZA;2025-03;405.48;364.6629;2260.91;147863.51;2025-04-20
2354;6.5;4.7;Casa Unifamiliar;GRANADA;2025-06;571.67;67.5137;438.84;38595.56;2025-04-20
2355;3.6;2.1;Adosado;LEON;2025-07;381.48;100.6814;362.45;38407.94;2025-04-20
2356;4.5;4.6;Duplex;CIUDAD REAL;2025-06;364.52;81.2797;365.76;29628.08;2025-04-20
2357;6.0;2.9;Duplex;CADIZ;2025-09;458.81;69.944;419.66;32091.01;2025-04-20
2358;3.4;3.2;Casa Unifamiliar;CASTELLON;2025-05;597.64;49.7534;169.16;29734.62;2025-04-20
2359;3.4;3.5;Casa Unifamiliar;TERUEL;2025-05;595.5;171.1994;582.08;101949.24;2025-04-20
2360;6.2;3.5;Adosado;ALAVA;2025-07;404.58;61.4501;380.99;24861.48;2025-04-20
2361;4.4;4.2;Casa Unifamiliar;ASTURIAS;2025-04;611.18;110.0658;484.29;67270.02;2025-04-20
2362;5.8;3.8;Duplex;NAVARRA;2025-05;359.89;84.6107;490.74;30450.54;2025-04-20
2363;4.4;4.0;Duplex;ALICANTE;2025-10;386.31;359.5191;1581.88;138885.82;2025-04-20
2364;5.2;4.3;Piso;GUADALAJARA;2025-10;254.27;66.846;347.6;16996.93;2025-04-20
2365;3.8;4.4;Adosado;ALICANTE;2025-03;392.43;98.9772;376.11;38841.62;2025-04-20
2366;5.3;3.5;Adosado;ZAMORA;2025-03;376.29;92.4226;489.84;34777.7;2025-04-20
2367;5.8;4.3;Adosado;VALENCIA;2025-09;350.55;95.4604;553.67;33463.64;2025-04-20
2368;4.5;3.1;Adosado;LLEIDA;2025-10;286.34;86.4454;389.0;24752.78;2025-04-20
2369;6.2;2.1;Adosado;ILLES BALEARS;2025-03;362.83;336.4113;2085.75;122060.11;2025-04-20
2370;4.5;3.5;Duplex;JAEN;2025-08;418.12;372.9954;1678.48;155956.84;2025-04-20
2371;5.2;3.9;Duplex;CACERES;2025-03;450.98;86.6004;450.32;39055.05;2025-04-20
2372;4.9;3.4;Casa Unifamiliar;OURENSE;2025-09;571.6;69.2757;339.45;39597.99;2025-04-20
2373;5.9;4.7;Duplex;AVILA;2025-08;410.69;83.0966;490.27;34126.94;2025-04-20
2374;5.3;3.9;Piso;HUESCA;2025-03;295.5;54.2676;287.62;16036.08;2025-04-20
2375;3.8;2.3;Casa Unifamiliar;LA RIOJA;2025-08;606.23;44.3146;168.4;26864.84;2025-04-20
2376;6.1;4.8;Casa Unifamiliar;LLEIDA;2025-07;599.29;79.8034;486.8;47825.38;2025-04-20
2377;6.4;4.4;Duplex;BIZKAIA;2025-06;446.31;369.5986;2365.43;164955.55;2025-04-20
2378;3.5;4.9;Casa Unifamiliar;LUGO;2025-03;493.76;62.4315;218.51;30826.18;2025-04-20
2379;6.3;5.0;Duplex;GRANADA;2025-03;367.78;93.2834;587.69;34307.77;2025-04-20
2380;5.3;4.5;Piso;GUADALAJARA;2025-08;200.27;65.6561;347.98;13148.95;2025-04-20
2381;3.5;5.0;Duplex;LA RIOJA;2025-06;426.25;84.9578;297.35;36213.26;2025-04-20
2382;4.4;2.8;Casa Unifamiliar;ALBACETE;2025-09;595.23;93.9109;413.21;55898.59;2025-04-20
2383;6.2;3.9;Casa Unifamiliar;ASTURIAS;2025-03;586.63;81.0486;502.5;47545.54;2025-04-20
2384;4.8;2.3;Casa Unifamiliar;BIZKAIA;2025-04;531.32;69.5335;333.76;36944.54;2025-04-20
2385;4.7;3.5;Casa Unifamiliar;HUESCA;2025-09;605.27;57.5907;270.68;34857.92;2025-04-20
2386;3.4;2.4;Duplex;ALAVA;2025-05;456.19;54.8805;186.59;25035.94;2025-04-20
2387;6.0;3.5;Adosado;CORDOBA;2025-04;393.97;50.925;305.55;20062.92;2025-04-20
2388;5.1;3.6;Piso;TARRAGONA;2025-06;234.31;113.4512;578.6;26582.75;2025-04-20
2389;6.4;3.2;Adosado;SANTA CRUZ DE TENERIFE;2025-03;396.06;86.2616;552.07;34164.77;2025-04-20
2390;5.1;3.1;Piso;MALAGA;2025-09;282.41;202.0309;1030.36;57055.55;2025-04-20
2391;4.9;2.0;Casa Unifamiliar;LUGO;2025-04;591.68;362.8564;1778.0;214694.87;2025-04-20
2392;4.2;3.9;Adosado;LUGO;2025-05;311.54;63.355;266.09;19737.62;2025-04-20
2393;6.0;2.1;Duplex;SEVILLA;2025-09;453.05;74.8811;449.29;33924.88;2025-04-20
2394;6.0;3.2;Duplex;LLEIDA;2025-03;419.15;500.6401;3003.84;209843.3;2025-04-20
2395;6.4;2.1;Adosado;SALAMANCA;2025-09;280.88;73.2964;469.1;20587.49;2025-04-20
2396;5.4;4.7;Adosado;ALMERIA;2025-09;360.87;36.1231;195.06;13035.74;2025-04-20
2397;4.1;3.5;Casa Unifamiliar;BURGOS;2025-08;558.35;73.8081;302.61;41210.75;2025-04-20
2398;6.2;5.0;Duplex;PONTEVEDRA;2025-10;413.11;322.8239;2001.51;133361.78;2025-04-20
2399;4.9;2.6;Duplex;NAVARRA;2025-05;341.34;348.0137;1705.27;118791.0;2025-04-20
2400;4.7;2.3;Duplex;HUELVA;2025-03;394.7;76.6884;360.44;30268.91;2025-04-20
2401;5.0;3.1;Adosado;SEGOVIA;2025-03;406.0;94.0587;470.29;38187.83;2025-04-20
2402;3.8;2.6;Duplex;LA RIOJA;2025-10;445.14;364.3404;1384.49;162182.49;2025-04-20
2403;3.5;3.3;Piso;ASTURIAS;2025-04;302.26;41.06;143.71;12410.8;2025-04-20
2404;6.6;4.2;Piso;LLEIDA;2025-04;185.04;70.6347;466.19;13070.24;2025-04-20
2405;6.5;4.1;Duplex;SANTA CRUZ DE TENERIFE;2025-03;355.38;75.9718;493.82;26998.86;2025-04-20
2406;6.6;2.8;Casa Unifamiliar;A CORUÑA;2025-09;502.22;397.7575;2625.2;199761.77;2025-04-20
2407;4.7;2.2;Duplex;LLEIDA;2025-08;408.94;107.5791;505.62;43993.4;2025-04-20
2408;3.4;4.3;Adosado;ZARAGOZA;2025-04;325.34;404.0687;1373.83;131459.71;2025-04-20
2409;5.6;4.6;Piso;OURENSE;2025-05;272.7;61.3501;343.56;16730.17;2025-04-20
2410;5.1;4.4;Casa Unifamiliar;BIZKAIA;2025-08;598.49;94.5647;482.28;56596.03;2025-04-20
2411;6.4;4.6;Duplex;SEVILLA;2025-06;370.39;188.9377;1209.2;69980.63;2025-04-20
2412;5.2;4.6;Piso;BIZKAIA;2025-08;294.85;71.2328;370.41;21002.99;2025-04-20
2413;4.8;2.5;Duplex;MURCIA;2025-04;380.46;82.7125;397.02;31468.8;2025-04-20
2414;5.4;3.2;Adosado;PALENCIA;2025-10;397.54;78.8275;425.67;31337.08;2025-04-20
2415;6.4;2.6;Casa Unifamiliar;TERUEL;2025-07;512.94;53.9128;345.04;27654.03;2025-04-20
2416;6.0;4.7;Casa Unifamiliar;LAS PALMAS;2025-09;583.68;169.6583;1017.95;99026.16;2025-04-20
2417;5.0;3.7;Adosado;CANTABRIA;2025-04;382.87;68.2657;341.33;26136.89;2025-04-20
2418;4.2;2.9;Adosado;VALLADOLID;2025-08;395.48;257.447;1081.28;101815.14;2025-04-20
2419;3.8;4.6;Piso;CADIZ;2025-04;191.93;94.8513;360.43;18204.81;2025-04-20
2420;6.2;2.4;Piso;CANTABRIA;2025-10;302.1;94.612;586.59;28582.29;2025-04-20
2421;3.4;3.3;Piso;CIUDAD REAL;2025-03;305.9;137.7639;468.4;42141.98;2025-04-20
2422;5.3;4.1;Duplex;SORIA;2025-04;446.86;71.3509;378.16;31883.86;2025-04-20
2423;6.3;4.3;Piso;ALMERIA;2025-03;264.98;63.5048;400.08;16827.5;2025-04-20
2424;4.5;2.5;Casa Unifamiliar;ASTURIAS;2025-10;591.43;508.1814;2286.82;300553.73;2025-04-20
2425;5.5;2.1;Duplex;ALMERIA;2025-06;388.14;196.6748;1081.71;76337.36;2025-04-20
2426;3.7;3.6;Adosado;MURCIA;2025-08;393.1;83.7077;309.72;32905.5;2025-04-20
2427;3.7;2.7;Piso;CIUDAD REAL;2025-05;281.94;196.18;725.87;55310.99;2025-04-20
2428;5.0;2.8;Duplex;JAEN;2025-09;381.36;105.289;526.45;40153.01;2025-04-20
2429;5.3;4.5;Piso;A CORUÑA;2025-10;164.14;74.2184;393.36;12182.21;2025-04-20
2430;5.1;2.3;Duplex;ASTURIAS;2025-04;454.05;35.6865;182.0;16203.46;2025-04-20
2431;5.0;3.0;Piso;VALENCIA;2025-04;239.17;37.2408;186.2;8906.88;2025-04-20
2432;5.9;3.5;Piso;BURGOS;2025-05;294.65;74.6915;440.68;22007.85;2025-04-20
2433;5.5;5.0;Casa Unifamiliar;LEON;2025-04;569.13;64.2411;353.33;36561.54;2025-04-20
2434;4.5;2.1;Piso;GRANADA;2025-03;223.35;92.2648;415.19;20607.34;2025-04-20
2435;5.5;2.4;Duplex;SEVILLA;2025-08;422.98;363.9091;2001.5;153926.27;2025-04-20
2436;6.3;3.7;Adosado;CACERES;2025-08;337.72;61.343;386.46;20716.76;2025-04-20
2437;6.2;4.3;Casa Unifamiliar;PALENCIA;2025-10;550.82;502.7868;3117.28;276945.03;2025-04-20
2438;3.6;3.0;Duplex;ALICANTE;2025-06;344.9;36.4293;131.15;12564.47;2025-04-20
2439;4.3;4.7;Casa Unifamiliar;BIZKAIA;2025-05;506.04;68.7549;295.65;34792.73;2025-04-20
2440;5.6;2.5;Piso;ZAMORA;2025-06;209.03;68.4876;383.53;14315.96;2025-04-20
2441;5.5;3.1;Piso;CIUDAD REAL;2025-04;299.75;77.265;424.96;23160.18;2025-04-20
2442;4.8;2.7;Piso;VALLADOLID;2025-04;177.78;90.189;432.91;16033.8;2025-04-20
2443;4.8;4.0;Casa Unifamiliar;GRANADA;2025-04;580.98;365.7114;1755.41;212471.01;2025-04-20
2444;5.5;3.6;Duplex;LA RIOJA;2025-09;354.55;100.0293;550.16;35465.39;2025-04-20
2445;6.5;4.2;Adosado;BARCELONA;2025-09;393.1;53.198;345.79;20912.13;2025-04-20
2446;4.5;3.5;Casa Unifamiliar;BARCELONA;2025-07;480.15;70.3673;316.65;33786.86;2025-04-20
2447;3.6;4.7;Casa Unifamiliar;BARCELONA;2025-04;529.04;63.1879;227.48;33428.93;2025-04-20
2448;4.2;2.9;Casa Unifamiliar;CACERES;2025-08;609.6;53.4561;224.52;32586.84;2025-04-20
2449;3.3;2.2;Duplex;SANTA CRUZ DE TENERIFE;2025-09;439.39;69.5012;229.35;30538.13;2025-04-20
2450;4.0;3.8;Casa Unifamiliar;OURENSE;2025-06;609.34;72.8454;291.38;44387.62;2025-04-20
2451;4.2;4.2;Piso;MURCIA;2025-06;233.82;167.1971;702.23;39094.03;2025-04-20
2452;4.1;4.4;Piso;BURGOS;2025-04;293.06;192.8124;790.53;56505.6;2025-04-20
2453;4.6;2.7;Adosado;CUENCA;2025-10;393.15;88.1955;405.7;34674.06;2025-04-20
2454;4.6;3.0;Duplex;HUESCA;2025-10;454.47;59.312;272.84;26955.52;2025-04-20
2455;3.6;5.0;Casa Unifamiliar;CIUDAD REAL;2025-07;609.14;363.8824;1309.98;221655.33;2025-04-20
2456;3.8;3.5;Duplex;GIRONA;2025-09;331.45;52.2276;198.46;17310.84;2025-04-20
2457;5.0;4.8;Piso;SEVILLA;2025-07;296.4;109.4125;547.06;32429.86;2025-04-20
2458;5.7;3.0;Duplex;CADIZ;2025-03;416.99;74.9579;427.26;31256.69;2025-04-20
2459;4.6;2.5;Casa Unifamiliar;ZAMORA;2025-04;499.95;69.0066;317.43;34499.85;2025-04-20
2460;5.5;5.0;Casa Unifamiliar;A CORUÑA;2025-10;602.74;202.4435;1113.44;122020.8;2025-04-20
2461;3.3;2.4;Duplex;GIRONA;2025-09;452.6;170.9187;564.03;77357.8;2025-04-20
2462;3.9;4.8;Piso;HUELVA;2025-03;302.78;62.0638;242.05;18791.68;2025-04-20
2463;4.4;2.8;Piso;TARRAGONA;2025-06;221.6;56.8727;250.24;12602.99;2025-04-20
2464;5.2;3.8;Duplex;AVILA;2025-10;429.31;26.7804;139.26;11497.09;2025-04-20
2465;6.1;4.0;Adosado;ZAMORA;2025-03;389.28;56.2886;343.36;21912.03;2025-04-20
2466;5.2;3.8;Duplex;MALAGA;2025-08;363.06;41.5568;216.1;15087.61;2025-04-20
2467;6.2;4.4;Casa Unifamiliar;MALAGA;2025-05;482.38;94.3029;584.68;45489.83;2025-04-20
2468;3.8;2.1;Duplex;SEVILLA;2025-10;443.32;61.1978;232.55;27130.21;2025-04-20
2469;5.7;4.9;Piso;VALLADOLID;2025-05;250.71;225.8403;1287.29;56620.42;2025-04-20
2470;3.9;4.9;Adosado;ASTURIAS;2025-06;342.48;72.3679;282.23;24784.56;2025-04-20
2471;5.8;2.9;Piso;GIRONA;2025-08;299.95;65.4279;379.48;19625.1;2025-04-20
2472;5.8;3.0;Piso;ZARAGOZA;2025-10;272.64;66.5789;386.16;18152.07;2025-04-20
2473;4.9;2.5;Adosado;CADIZ;2025-06;370.85;76.0997;372.89;28221.57;2025-04-20
2474;5.7;3.2;Adosado;ASTURIAS;2025-08;401.69;86.9547;495.64;34928.83;2025-04-20
2475;3.9;2.2;Duplex;CANTABRIA;2025-04;357.91;71.1756;277.58;25474.46;2025-04-20
2476;5.4;3.6;Duplex;CIUDAD REAL;2025-04;371.04;134.4748;726.16;49895.53;2025-04-20
2477;6.6;3.7;Duplex;VALLADOLID;2025-10;323.36;63.0045;415.83;20373.14;2025-04-20
2478;3.6;2.5;Duplex;ZARAGOZA;2025-03;378.46;60.9495;219.42;23066.95;2025-04-20
2479;5.4;4.1;Piso;TARRAGONA;2025-07;199.3;69.3319;374.39;13817.85;2025-04-20
2480;3.8;3.9;Piso;LAS PALMAS;2025-05;252.34;57.7439;219.43;14571.1;2025-04-20
2481;5.6;3.3;Piso;ZAMORA;2025-03;275.11;93.8118;525.35;25808.56;2025-04-20
2482;4.1;2.5;Adosado;SANTA CRUZ DE TENERIFE;2025-06;303.34;368.5196;1510.93;111786.74;2025-04-20
2483;4.1;3.0;Casa Unifamiliar;ALBACETE;2025-08;552.93;43.6552;178.99;24138.27;2025-04-20
2484;4.8;3.9;Duplex;BURGOS;2025-09;443.6;68.8536;330.5;30543.46;2025-04-20
2485;4.3;4.2;Casa Unifamiliar;SORIA;2025-05;601.01;95.4624;410.49;57373.86;2025-04-20
2486;3.3;2.1;Casa Unifamiliar;GUADALAJARA;2025-06;609.74;56.8566;187.63;34667.74;2025-04-20
2487;3.4;3.0;Piso;LLEIDA;2025-07;218.84;92.2771;313.74;20193.92;2025-04-20
2488;3.8;2.6;Adosado;BIZKAIA;2025-03;344.39;86.0588;327.02;29637.79;2025-04-20
2489;4.5;2.8;Adosado;VALLADOLID;2025-03;318.78;95.2158;428.47;30352.89;2025-04-20
2490;3.5;3.9;Duplex;GUADALAJARA;2025-09;446.93;154.8572;542.0;69210.33;2025-04-20
2491;4.5;2.9;Piso;ALBACETE;2025-08;261.39;60.8163;273.67;15896.77;2025-04-20
2492;4.3;2.2;Duplex;PONTEVEDRA;2025-10;374.36;138.3413;594.87;51789.45;2025-04-20
2493;5.3;3.3;Piso;PALENCIA;2025-04;241.01;96.4969;511.43;23256.72;2025-04-20
2494;5.5;3.2;Casa Unifamiliar;BIZKAIA;2025-03;494.94;165.8899;912.39;82105.55;2025-04-20
2495;6.2;4.5;Piso;TERUEL;2025-03;198.52;90.6537;562.05;17996.57;2025-04-20
2496;4.7;2.1;Piso;CUENCA;2025-09;290.99;37.3612;175.6;10871.74;2025-04-20
2497;4.6;2.3;Adosado;CACERES;2025-03;289.23;154.7061;711.65;44745.65;2025-04-20
2498;5.9;2.1;Casa Unifamiliar;CASTELLON;2025-04;502.35;87.1068;513.93;43758.1;2025-04-20
2499;3.9;3.5;Adosado;MURCIA;2025-09;338.44;91.8143;358.08;31073.63;2025-04-20
2500;6.5;4.2;Piso;CANTABRIA;2025-05;297.88;78.1391;507.9;23276.08;2025-04-20
2501;5.9;4.4;Adosado;GUADALAJARA;2025-04;369.38;63.9247;377.16;23612.51;2025-04-20
2502;3.9;4.4;Adosado;OURENSE;2025-03;331.17;169.3429;660.44;56081.29;2025-04-20
2503;3.8;4.1;Adosado;TERUEL;2025-03;313.64;192.0488;729.79;60234.19;2025-04-20
2504;6.5;2.5;Adosado;BADAJOZ;2025-07;310.77;82.7215;537.69;25707.36;2025-04-20
2505;5.6;2.7;Casa Unifamiliar;ALICANTE;2025-10;563.71;72.738;407.33;41003.14;2025-04-20
2506;3.6;3.7;Piso;ALBACETE;2025-08;305.7;192.8684;694.33;58959.87;2025-04-20
2507;3.4;2.2;Casa Unifamiliar;CORDOBA;2025-10;433.54;84.4232;287.04;36600.83;2025-04-20
2508;6.1;4.0;Piso;LLEIDA;2025-08;301.78;73.8309;450.37;22280.69;2025-04-20
2509;6.5;4.5;Casa Unifamiliar;VALLADOLID;2025-07;546.31;96.7103;628.62;52833.8;2025-04-20
2510;4.0;4.1;Adosado;SEGOVIA;2025-08;390.72;65.3941;261.58;25550.78;2025-04-20
2511;3.6;3.3;Piso;CADIZ;2025-05;277.7;85.4526;307.63;23730.19;2025-04-20
2512;3.8;4.5;Casa Unifamiliar;ALICANTE;2025-06;592.3;64.9874;246.95;38492.04;2025-04-20
2513;5.7;3.8;Adosado;PALENCIA;2025-07;407.81;92.5256;527.4;37732.86;2025-04-20
2514;6.0;3.2;Casa Unifamiliar;CANTABRIA;2025-08;599.19;88.6817;532.09;53137.19;2025-04-20
2515;4.0;3.2;Piso;CANTABRIA;2025-04;238.2;222.4504;889.8;52987.69;2025-04-20
2516;6.4;2.9;Piso;SALAMANCA;2025-05;285.29;71.0562;454.76;20271.62;2025-04-20
2517;6.3;3.8;Piso;BADAJOZ;2025-09;241.07;75.3722;474.84;18169.98;2025-04-20
2518;6.0;3.5;Duplex;LA RIOJA;2025-09;410.05;196.6564;1179.94;80638.96;2025-04-20
2519;3.6;2.5;Duplex;CORDOBA;2025-04;453.69;70.7053;254.54;32078.29;2025-04-20
2520;3.9;3.9;Adosado;GIRONA;2025-07;286.16;197.4346;769.99;56497.89;2025-04-20
2521;4.2;2.2;Piso;OURENSE;2025-09;234.21;77.999;327.6;18268.15;2025-04-20
2522;6.5;2.6;Piso;CACERES;2025-08;300.41;78.0666;507.43;23451.99;2025-04-20
2523;5.7;3.1;Casa Unifamiliar;LA RIOJA;2025-04;609.86;67.9579;387.36;41444.8;2025-04-20
2524;4.5;4.1;Duplex;ALBACETE;2025-06;379.58;164.3308;739.49;62376.69;2025-04-20
2525;6.2;4.4;Piso;AVILA;2025-08;172.85;83.4223;517.22;14419.54;2025-04-20
2526;6.1;2.9;Duplex;GUADALAJARA;2025-09;430.81;41.5343;253.36;17893.39;2025-04-20
2527;5.0;4.1;Casa Unifamiliar;JAEN;2025-08;436.99;84.1597;420.8;36776.95;2025-04-20
2528;5.8;2.5;Adosado;ASTURIAS;2025-05;317.6;70.1905;407.1;22292.5;2025-04-20
2529;5.3;2.5;Duplex;SORIA;2025-05;389.85;179.1334;949.41;69835.16;2025-04-20
2530;3.7;2.7;Adosado;BADAJOZ;2025-04;382.34;36.701;135.79;14032.26;2025-04-20
2531;5.8;4.6;Casa Unifamiliar;CIUDAD REAL;2025-05;522.56;69.0309;400.38;36072.79;2025-04-20
2532;4.2;4.5;Casa Unifamiliar;MADRID;2025-09;497.88;52.0024;218.41;25890.95;2025-04-20
2533;6.5;4.4;Duplex;SANTA CRUZ DE TENERIFE;2025-07;381.65;81.6134;530.49;31147.75;2025-04-20
2534;6.0;4.2;Casa Unifamiliar;GUADALAJARA;2025-08;542.78;74.4189;446.51;40393.09;2025-04-20
2535;3.8;3.7;Adosado;SANTA CRUZ DE TENERIFE;2025-07;392.04;113.9328;432.94;44666.21;2025-04-20
2536;4.1;2.8;Adosado;PONTEVEDRA;2025-03;401.95;92.8565;380.71;37323.67;2025-04-20
2537;5.2;3.2;Casa Unifamiliar;ASTURIAS;2025-07;590.3;71.9644;374.21;42480.59;2025-04-20
2538;5.6;2.6;Duplex;GIRONA;2025-09;456.65;53.7983;301.27;24566.99;2025-04-20
2539;4.6;4.0;Casa Unifamiliar;GRANADA;2025-05;600.83;93.741;431.21;56322.41;2025-04-20
2540;6.2;2.0;Piso;A CORUÑA;2025-08;301.85;78.5913;487.27;23722.78;2025-04-20
2541;6.6;3.8;Casa Unifamiliar;LAS PALMAS;2025-05;593.84;83.8777;553.59;49809.93;2025-04-20
2542;6.5;2.5;Piso;ALMERIA;2025-10;300.49;96.3425;626.23;28949.96;2025-04-20
2543;4.3;3.1;Casa Unifamiliar;MURCIA;2025-03;601.76;67.8609;291.8;40835.98;2025-04-20
2544;3.6;4.2;Adosado;MALAGA;2025-09;398.54;59.6484;214.73;23772.27;2025-04-20
2545;4.8;4.6;Piso;SALAMANCA;2025-07;170.27;82.3309;395.19;14018.48;2025-04-20
2546;6.5;4.9;Casa Unifamiliar;PALENCIA;2025-08;561.3;44.8952;291.82;25199.68;2025-04-20
2547;4.6;4.5;Adosado;BARCELONA;2025-07;386.16;86.9774;400.1;33587.19;2025-04-20
2548;4.8;4.1;Adosado;LUGO;2025-08;399.97;374.0071;1795.23;149591.62;2025-04-20
2549;3.8;4.3;Adosado;CASTELLON;2025-08;297.08;62.7142;238.31;18631.13;2025-04-20
2550;5.9;3.1;Duplex;CORDOBA;2025-07;422.09;69.4984;410.04;29334.58;2025-04-20
2551;3.8;2.1;Duplex;PONTEVEDRA;2025-08;449.42;82.6096;313.92;37126.41;2025-04-20
2552;5.9;2.5;Piso;ALBACETE;2025-07;207.68;169.5509;1000.35;35212.33;2025-04-20
2553;6.4;3.9;Duplex;ASTURIAS;2025-05;458.16;82.02;524.93;37578.28;2025-04-20
2554;4.8;3.0;Adosado;ALMERIA;2025-07;393.17;64.1197;307.77;25209.94;2025-04-20
